text;style
O Senhor disse-lhe: ‘ Descalça-te, porque estás em terreno sagrado.;literal
"E recusaram ouvir-te, e não se lembraram das tuas maravilhas, que lhes fizeste, e endureceram a sua cerviz, e na sua rebelião levantaram um chefe, a fim de voltarem para a sua servidão; porém tu, ó Deus perdoador, clemente e misericordioso, tardio em irar-te, e grande em beneficência, tu os não desamparaste,";literal
"e a minha ira se acenderá, e vos matarei à espada; e vossas mulheres ficarão viúvas, e vossos filhos, órfãos.";literal
Tu, pois, ó filho do homem, levanta uma lamentação sobre Tiro.;literal
Porém ele lhes disse: Que mais fiz eu, agora, do que vós? Não são, porventura, os rabiscos de Efraim melhores do que a vindima de Abiezer?;literal
"Porque ouvi a murmuração de muitos: Há terror de todos os lados! Denunciai, e o denunciaremos! Todos os que têm paz comigo aguardam o meu manquejar, dizendo: Bem pode ser que se deixe persuadir; então, prevaleceremos contra ele e nos vingaremos dele.";literal
Confia ao Senhor as tuas obras, e teus pensamentos serão estabelecidos.;literal
Na luz do rosto do rei está a vida, e a sua benevolência é como a nuvem de chuva serôdia.;literal
Andam e cambaleiam como ébrios, e esvai-se-lhes toda a sua sabedoria.;literal
"E, descendo com eles, parou num lugar plano, e também um grande número de seus discípulos, e grande multidão do povo de toda a Judeia, e de Jerusalém, e da costa marítima de Tiro e de Sidom;";literal
"E mostraste sinais e prodígios a Faraó, e a todos os seus servos, e a todo o povo da sua terra, porque soubeste que soberbamente os trataram; e assim te adquiriste nome, como hoje se vê.";literal
"Assim será o que entrar à mulher do seu próximo; não ficará inocente todo aquele que a tocar.";literal
Voltando-se, porém, repreendeu-os e disse: Vós não sabeis de que espírito sois.;literal
Por sete dias, expiarão o altar, e o purificarão, e assim o consagrarão.;literal
"Assim, partiu Abrão, como o Senhor lhe tinha dito, e foi Ló com ele; e era Abrão da idade de setenta e cinco anos, quando saiu de Harã.";literal
"E vós a herdareis, tanto um como o outro; pois sobre ela levantei a mão, para a dar a vossos pais; assim, que essa mesma terra vos cairá a vós em herança.";literal
"A lei do Senhor é perfeita e refrigera a alma; o testemunho do Senhor é fiel e dá sabedoria aos símplices.";literal
E disse Jesus: Alguém me tocou, porque bem conheci que de mim saiu virtude.;literal
Mas quando chegaram, viram que a pedra, muito pesada, já tinha sido removida e que a entrada estava aberta.;literal
"E o sacerdote o queimará sobre o altar em oferta queimada ao Senhor; expiação da culpa é.";literal
"Mas Abimeleque ainda não se tinha chegado a ela; por isso, disse: Senhor, matarás também uma nação justa?";literal
Os que edificavam o muro, e os que traziam as cargas, e os que carregavam, cada um com uma mão fazia a obra e na outra tinha as armas.;literal
Queridos amigos, enquanto aguardamos estas coisas, procurem diligentemente que ele vos encontre vivendo retamente, sem pecar e em paz com Deus.;literal
Também o Senhor ferirá a Israel, como se move a cana nas águas, e arrancará a Israel desta boa terra que tinha dado a seus pais, e o espalhará para além do rio, porquanto fizeram os seus bosques, provocando o Senhor à ira.;literal
Estando eu ainda falando, e orando, e confessando o meu pecado e o pecado do meu povo Israel, e lançando a minha súplica perante a face do Senhor, meu Deus, pelo monte santo do meu Deus,;literal
‘ Quem és tu, Senhor? ’, perguntei. E o Senhor respondeu: ‘ Sou Jesus, aquele a quem persegues.;literal
E, se não, fica sabendo, ó rei, que não serviremos a teus deuses nem adoraremos a estátua de ouro que levantaste.;literal
"E, entrando no barco, passaram o mar em direção a Cafarnaum; e era já escuro, e ainda Jesus não tinha chegado perto deles.";literal
E rejeita as questões loucas e sem instrução, sabendo que produzem contendas.;literal
E Isbi-Benobe, que era dos filhos dos gigantes, e o peso de cuja lança tinha trezentos siclos de cobre, e que cingia uma espada nova, este intentou ferir Davi.;literal
"Vaidade são, obra de enganos; no tempo da sua visitação, virão a perecer.";literal
"Porque os olhos do Senhor estão sempre a vigiar para proteger a vida dos que se conduzem com justiça; os seus ouvidos estão atentos quando chamam por ele. Mas o Senhor vira a sua cara aos que praticam o mal. ” Fazendo o bem, ainda que sofrendo";literal
E disse-lhes: Que aconselhais vós que respondamos a este povo, que me falou, dizendo: Alivia o jugo que teu pai nos impôs?;literal
Oferecestes-me vós sacrifícios e oblações no deserto por quarenta anos, ó casa de Israel?;literal
Passadas cerca de três horas, chegou a mulher, que não sabia do sucedido.;literal
Assim, se acendeu a ira do Senhor contra Israel, e fê-los andar errantes até que se consumiu toda aquela geração, que fizera mal aos olhos do Senhor.;literal
"Tendes já rodeado bastante esta montanha; virai-vos para o norte.";literal
Nunca a pisaram filhos de animais altivos, nem o feroz leão passou por ela.;literal
e, vendo a Pedro, que estava se aquentando, olhou para ele e disse: Tu também estavas com Jesus, o Nazareno.;literal
vieram ter com Filipe, que era de Betsaida da Galileia, e pediram: “Nós queríamos conhecer Jesus! ”;literal
Porque esperava a cidade que tem fundamentos, da qual o artífice e construtor é Deus.;literal
Naquela mesma manhã foram crucificados com ele dois malfeitores, ficando um à direita e outro à esquerda.;literal
o Senhor chamou a Samuel, e disse ele: Eis-me aqui.;literal
Quem há entre vós que tema ao Senhor e ouça a voz do seu servo? Quando andar em trevas e não tiver luz nenhuma, confie no nome do Senhor e firme-se sobre o seu Deus.;literal
E sucedeu que, acabando os israelitas de matar todos os moradores de Ai no campo, no deserto onde os tinham seguido, e havendo todos caído ao fio da espada até todos serem consumidos, todo o Israel se tornou a Ai, e a puseram a fio de espada.;literal
E isto vos servirá de sinal, diz o Senhor, que eu vos castigarei neste lugar, para que saibais que, certamente, subsistirão as minhas palavras contra vós para mal.;literal
Mais tarde, quando ensinava ao povo no recinto do templo, fez-lhes esta pergunta: “Porque afirmam os especialistas na Lei que o Cristo é descendente de David?;literal
"Uniam-se as suas asas uma à outra; não se viravam quando andavam; cada qual andava diante do seu rosto.";literal
"Amplia o lugar da tua tenda, e as cortinas das tuas habitações se estendam; não o impeças; alonga as tuas cordas e firma bem as tuas estacas.";literal
Matam a viúva e o estrangeiro e ao órfão tiram a vida.;literal
Eles me cercaram com palavras odiosas e pelejaram contra mim sem causa.;literal
Porém o facto é este: a Lei traz-nos a ira de Deus, porque não conseguimos obedecer-lhe sem nunca falhar. A única maneira de não falhar seria não haver Lei!;literal
"Porque todos os que sem lei pecaram sem lei também perecerão; e todos os que sob a lei pecaram pela lei serão julgados.";literal
"Depois, o sacerdote com o seu dedo tomará do sangue da expiação e o porá sobre as pontas do altar do holocausto; então, o resto do seu sangue derramará à base do altar do holocausto.";literal
E, apresentando-os aos magistrados, disseram: Estes homens, sendo judeus, perturbaram a nossa cidade.;literal
É realmente como vos digo: haverá mais alegria no céu por causa de um pecador perdido que se arrependeu do que por noventa e nove justos que não precisam de arrependimento! A moeda perdida;literal
Irmãos, mesmo na vida corrente, se alguém prometer seja o que for a outra pessoa, e essa promessa estiver escrita e assinada, ninguém a poderá alterar nem anular.;literal
"Sucedeu, porém, que, subindo Nabucodonosor, rei da Babilônia, a esta terra, dissemos: Vinde, e vamo-nos a Jerusalém, por causa do exército dos caldeus e por causa do exército dos siros; e assim ficamos em Jerusalém.";literal
Quão formosa e quão aprazível és, ó amor em delícias!;literal
e desce, desde Janoa, a Atarote e a Naarate, e toca em Jericó, e vai sair ao Jordão.;literal
E tirou Faraó o anel da sua mão, e o pôs na mão de José, e o fez vestir de vestes de linho fino, e pôs um colar de ouro no seu pescoço.;literal
E é evidente que, pela lei, ninguém será justificado diante de Deus, porque o justo viverá da fé.;literal
Todo homem e mulher, cujo coração voluntariamente se moveu a trazer alguma coisa para toda a obra que o Senhor ordenara se fizesse pela mão de Moisés, aquilo trouxeram os filhos de Israel por oferta voluntária ao Senhor. Deus chama Bezalel e Aoliabe;literal
Eis voz de uivo dos pastores, porque a sua glória é destruída! Voz de bramido dos filhos de leões, porque foi destruída a soberba do Jordão!;literal
Também, se tu denunciares esse nosso negócio, seremos desobrigados do teu juramento, que nos fizeste jurar.;literal
Então, o tribuno despediu o jovem, mandando-lhe que a ninguém dissesse que lhe havia contado aquilo.;literal
Assim fala o Senhor dos Exércitos, dizendo: Este povo diz: Não veio ainda o tempo, o tempo em que a Casa do Senhor deve ser edificada.;literal
Todos estes se ajuntaram no vale de Sidim (que é o mar de Sal).;literal
Disse, porém, o rei: Que tenho eu convosco, filhos de Zeruia? Ora, deixai-o amaldiçoar, pois, se o Senhor lhe disse: Amaldiçoa a Davi, quem, pois, diria: Por que assim fizeste?;literal
"Eu os castigarei na medida do meu desejo; e congregar-se-ão contra eles os povos, quando os atar às suas transgressões.";literal
Pôs também a pia entre a tenda da congregação e o altar e derramou água nela, para lavar.;literal
A esperança dos justos é alegria, mas a expectação dos ímpios perecerá.;literal
"Eu, em verdade, tenho-vos batizado com água; ele, porém, vos batizará com o Espírito Santo. O batismo e a tentação de Jesus (B)";literal
E deu Moisés à tribo de Gade, aos filhos de Gade, segundo as suas famílias,;literal
de que fazemos parte integrante.;literal
E é com confiança que desejamos deixar este corpo e com satisfação enfrentamos a expectativa de habitar, enfim, com o Senhor.;literal
Porque, como está escrito, o nome de Deus é blasfemado entre os gentios por causa de vós.;literal
"Todavia, o número dos filhos de Israel será como a areia do mar, que não pode medir-se nem contar-se; e acontecerá que, no lugar onde se lhes dizia: Vós não sois meu povo, se lhes dirá: Vós sois filhos do Deus vivo.";literal
"E Amasa não se resguardou da espada que estava na mão de Joabe, de sorte que este o feriu com ela na quinta costela e lhe derramou por terra as entranhas; e não o feriu segunda vez, e morreu; então, Joabe e Abisai, seu irmão, foram atrás de Seba, filho de Bicri.";literal
"Também as duas mulheres de Davi foram levadas cativas; Ainoã, a jezreelita, e Abigail, a mulher de Nabal, o carmelita.";literal
"Eu me alegrarei e regozijarei na tua benignidade, pois consideraste a minha aflição; conheceste a minha alma nas angústias.";literal
Depois, tornou a orar e o céu deu chuva e a terra voltou a produzir os seus frutos.;literal
Saindo, porém, aquele servo, encontrou um dos seus conservos que lhe devia cem dinheiros e, lançando mão dele, sufocava-o, dizendo: Paga-me o que me deves.;literal
Porque se uma pessoa não sabe governar a sua própria casa como poderá ter um cargo na igreja de Deus?;literal
Depois disso, José de Arimateia (o que era discípulo de Jesus, mas oculto, por medo dos judeus) rogou a Pilatos que lhe permitisse tirar o corpo de Jesus. E Pilatos lho permitiu. Então, foi e tirou o corpo de Jesus.;literal
E o seu exército e os que foram contados deles foram trinta e cinco mil e quatrocentos.;literal
E da meia tribo de Manassés, Taanaque e os seus arrabaldes, e Gate-Rimom e os seus arrabaldes: duas cidades.;literal
"vieram ter com Gedalias, a Mispa; e eram: Ismael, filho de Netanias, e Joanã e Jônatas, filhos de Careá, e Seraías, filho de Tanumete, e os filhos de Efai, o netofatita, e Jezanias, filho de um maacatita, eles e os seus homens.";literal
"E bem sabeis que ele se manifestou para tirar os nossos pecados; e nele não há pecado.";literal
"Está bem! Pela sua incredulidade foram quebrados, e tu estás em pé pela fé; então, não te ensoberbeças, mas teme.";literal
"E nos impedem de pregar aos gentios as palavras da salvação, a fim de encherem sempre a medida de seus pecados; mas a ira de Deus caiu sobre eles até ao fim. O desejo de Paulo de voltar a Tessalônica. Seu gozo e seus votos em vista das boas novas que Timóteo lhe trouxe";literal
Assim diz Deus, o Senhor, que criou os céus, e os estendeu, e formou a terra e a tudo quanto produz, que dá a respiração ao povo que nela está e o espírito, aos que andam nela.;literal
"Porei os olhos sobre eles, para seu bem, e os farei voltar a esta terra; e edificá-los-ei, e não os destruirei, e plantá-los-ei, e não os arrancarei.";literal
e oprimir ao aflito e necessitado, e praticar roubos, e não tornar o penhor, e levantar os olhos para os ídolos, e cometer abominação,;literal
Portanto, no mesmo instante em que todos os povos ouviram o som da buzina, do pífaro, da harpa, da sambuca, do saltério e de toda sorte de música, se prostraram todos os povos, nações e línguas e adoraram a estátua de ouro que o rei Nabucodonosor tinha levantado.;literal
Jesus explicou: “Podem fazer com que os convidados do noivo jejuem, enquanto o noivo está com eles?;literal
e toda a prata e o ouro que achares em toda a província de Babilônia, com as ofertas voluntárias do povo e dos sacerdotes, que voluntariamente oferecerem, para a Casa de seu Deus, que está em Jerusalém.;literal
O homem avisado encobre o conhecimento, mas o coração dos tolos proclama a estultícia.;literal
Mas além do consolo que a vossa atitude nos transmitiu, foi também o contentamento de Tito, pela simpatia com que o receberam e acalmaram as suas preocupações, que muito nos alegrou.;literal
Fez envelhecer a minha carne e a minha pele, quebrantou os meus ossos.;literal
E foi o número dos dias que Davi habitou na terra dos filisteus um ano e quatro meses.;literal
Engrandecei ao Senhor comigo, e juntos exaltemos o seu nome.;literal
Também enviarei vespões diante de ti, que lancem fora os heveus, os cananeus e os heteus de diante de ti.;literal
"Vai ter com a formiga, ó preguiçoso; olha para os seus caminhos e sê sábio.";literal
"E Absalão fugiu. E o jovem que estava de guarda levantou os seus olhos e olhou; e eis que muito povo vinha pelo caminho por detrás dele, pela banda do monte.";literal
"Tu amas a justiça e aborreces a impiedade; por isso, Deus, o teu Deus, te ungiu com óleo de alegria, mais do que a teus companheiros.";literal
Então virá o fim, quando Cristo entregará o reino a Deus, o Pai, tendo derrubado todos os domínios, autoridades e poderes.;literal
"Então, os príncipes dos filisteus subiram a ela e lhe disseram: Persuade-o e vê em que consiste a sua grande força e com que poderíamos assenhorear-nos dele e amarrá-lo, para assim o afligirmos; e te daremos cada um mil e cem moedas de prata.";literal
Nas suas mãos estão as profundezas da terra, e as alturas dos montes são suas.;literal
Também o homem que adulterar com a mulher de outro, havendo adulterado com a mulher do seu próximo, certamente morrerá o adúltero e a adúltera.;literal
Ele edifica a sua casa como a traça, e como o guarda que faz a cabana.;literal
"Justo é o Senhor, pois me rebelei contra os seus mandamentos; ouvi, pois, todos os povos e vede a minha dor; as minhas virgens e os meus jovens se foram para o cativeiro. Cofe.";literal
"ou tudo aquilo sobre que jurou falsamente; e o restituirá no seu cabedal e ainda sobre isso acrescentará o quinto; àquele de quem é o dará no dia de sua expiação.";literal
Este homem veio como testemunha, para testemunhar da luz, a fim de que todos cressem através dele.;literal
A mulher aprazível guarda a honra, como os violentos guardam as riquezas.;literal
E então ninguém terá de dizer ao seu vizinho, nem ao seu irmão: ‘ Precisas de conhecer o Senhor! ’ Porque todos, grandes e pequenos, já me conhecerão nesse tempo.;literal
"Pois tu és o Deus da minha fortaleza; por que me rejeitas? Por que me visto de luto por causa da opressão do inimigo?";literal
"E caminharam Abner e os seus homens toda aquela noite pela planície; e, passando o Jordão, caminharam por todo o Bitrom, e vieram a Maanaim.";literal
"e, pondo fogo neles amanhã, sobre eles deitai incenso perante o Senhor; e será que o homem a quem o Senhor escolher, este será o santo; baste-vos, filhos de Levi.";literal
"E da sua boca tirarei o seu sangue e dentre os seus dentes as suas abominações; e ele também ficará como um resto para o nosso Deus; e será como príncipe em Judá, e Ecrom, como um jebuseu.";literal
"Ainda que ele me mate, nele esperarei; contudo, os meus caminhos defenderei diante dele.";literal
É a prova clara de que Deus é justo em tudo o que permite e vos considera dignos do reino de Deus, pelo qual estão a sofrer.;literal
Mas no lugar para onde o levaram cativo morrerá e nunca mais verá esta terra.;literal
E disseram-lhe: Onde está Sara, tua mulher? E ele disse: Ei-la, aí está na tenda.;literal
Vós sois os filhos dos profetas e do concerto que Deus fez com nossos pais, dizendo a Abraão: Na tua descendência serão benditas todas as famílias da terra.;literal
Persegui os meus inimigos, e os derrotei, e nunca me tornei até que os consumisse.;literal
Eles, porém, não quiseram escutar, e me deram o ombro rebelde, e ensurdeceram os seus ouvidos, para que não ouvissem.;literal
Porém, se for pobre, e a sua mão não alcançar tanto, tomará um cordeiro para expiação da culpa em oferta de movimento, para fazer expiação por ele, e a dízima de flor de farinha, amassada com azeite, para oferta de manjares, e um logue de azeite,;literal
Pois o próprio David, inspirado pelo Espírito Santo que falava através dele, disse: ‘ Disse o Senhor ao meu Senhor: “Senta-te à minha direita, até que ponha os teus inimigos debaixo dos teus pés. ” ’;literal
Benignidade e verdade guardam o rei, e com benignidade sustém ele o seu trono.;literal
Tendo eles, pois, testificado e falado a palavra do Senhor, voltaram para Jerusalém e, em muitas aldeias dos samaritanos, anunciaram o evangelho. Filipe e o eunuco etíope;literal
E aos filhos de Gérson caíram por sorte, das famílias da tribo de Issacar, e da tribo de Aser, e da tribo de Naftali, e da meia tribo de Manassés, em Basã, treze cidades.;literal
"Então, Davi se levantou da terra, e se lavou, e se ungiu, e mudou de vestes, e entrou na Casa do Senhor, e adorou; então, veio a sua casa e pediu pão; e lhe puseram pão, e comeu.";literal
Porquanto a Síria teve contra ti maligno conselho, com Efraim e com o filho de Remalias, dizendo:;literal
e os que usam deste mundo, como se dele não abusassem, porque a aparência deste mundo passa.;literal
"como também a terra dos gebalitas e todo o Líbano, para o nascente do sol, desde Baal-Gade, ao pé do monte Hermom, até à entrada de Hamate;";literal
"E, vindo a ele, eis que estava ao pé do holocausto, e os príncipes dos moabitas, com ele; disse-lhe, pois, Balaque: Que coisa falou o Senhor? As profecias de Balaão";literal
E aconteceu que, acabando de circuncidar toda a nação, ficaram no seu lugar no arraial, até que sararam.;literal
Atentando, pois, para vós, eis que nenhum de vós há que possa convencer a Jó, nem que responda às suas razões.;literal
E aconteceu que Jesus, concluindo essas parábolas, se retirou dali.;literal
Certamente o Senhor Jeová não fará coisa alguma, sem ter revelado o seu segredo aos seus servos, os profetas.;literal
E será condenável que, lá porque é sábado, eu liberte, após dezoito anos de cativeiro de Satanás, esta filha de Abraão? ”;literal
"De seus baldes manarão águas, e a sua semente estará em muitas águas; e o seu rei se exalçará mais do que Agague, e o seu reino será levantado.";literal
No caminho da sabedoria, te ensinei e, pelas carreiras direitas, te fiz andar.;literal
Então, Ageu, o embaixador do Senhor, falou ao povo, conforme a mensagem do Senhor, dizendo: Eu sou convosco, diz o Senhor.;literal
"E farei vir os piores de entre as nações, e possuirão as suas casas; e farei cessar a arrogância dos valentes, e os seus lugares santos serão profanados.";literal
E disse-lhes: Quando vos mandei sem bolsa, alforje ou sandálias, faltou-vos, porventura, alguma coisa? Eles responderam: Nada.;literal
E clamaram após os filhos de Dã, os quais viraram o seu rosto e disseram a Mica: Que tens, que assim convocaste esse povo?;literal
E disse-lhes uma parábola: Pode, porventura, um cego guiar outro cego? Não cairão ambos na cova?;literal
Jesus disse aos discípulos: “Ó povo sem fé! Até quando terei de andar convosco? Até quando terei de suportar-vos? Tragam-me cá o rapaz! ”;literal
"E tinha o filho de Saul dois homens capitães de tropas; e era o nome de um Baaná, e o nome do outro, Recabe, filhos de Rimom, o beerotita, dos filhos de Benjamim, porque também Beerote se reputava de Benjamim.";literal
Ai daquele que contende com o seu Criador, caco entre outros cacos de barro! Porventura, dirá o barro ao que o formou: Que fazes? Ou a tua obra: Não tens mãos?;literal
Dali, partiram a Gudgoda e de Gudgoda a Jotbatá, terra de ribeiros de águas. Da vocação da tribo de Levi;literal
Os seus filhos, e os filhos de seus filhos com ele, as suas filhas, e as filhas de seus filhos, e toda a sua semente levou consigo ao Egito.;literal
Ninguém, aliás, tinha a coragem de falar abertamente acerca dele, com medo dos líderes. Jesus ensina na festa;literal
E aconteceu, no ano décimo quarto do rei Ezequias, que Senaqueribe, rei da Assíria, subiu contra todas as cidades fortes de Judá e as tomou.;literal
Portanto, Hebrom foi de Calebe, filho de Jefoné, o quenezeu, em herança até ao dia de hoje, porquanto perseverara em seguir o Senhor, Deus de Israel.;literal
"Ainda outra parábola: “O reino dos céus é como uma semente de mostarda que um homem planta no seu campo;";literal
Isso terão em recompensa da sua soberba, porque escarneceram e se engrandeceram contra o povo do Senhor dos Exércitos.;literal
Ele estende a sua mão contra o rochedo, e revolve os montes desde as suas raízes.;literal
"Há ainda semente no celeiro? Nem a videira, nem a figueira, nem a romeira, nem a oliveira têm dado os seus frutos; mas desde este dia vos abençoarei. A destruição dos inimigos. A elevação de Zorobabel";literal
Maravilho-me de que tão depressa passásseis daquele que vos chamou à graça de Cristo para outro evangelho,;literal
"E também, agora, está posto o machado à raiz das árvores; toda árvore, pois, que não produz bom fruto é cortada e lançada no fogo.";literal
"No lugar santíssimo o comerás; todo varão o comerá; santidade será para ti.";literal
"Então, chamaram os escrivães do rei no primeiro mês, no dia treze do mesmo, e conforme tudo quanto Hamã mandou se escreveu aos príncipes do rei, e aos governadores que havia sobre cada província, e aos principais de cada povo; a cada província segundo a sua escritura e a cada povo segundo a sua língua; em nome do rei Assuero se escreveu, e com o anel do rei se selou.";literal
O Senhor te ferirá com as úlceras do Egito, e com hemorroidas, e com sarna, e com coceira, de que não possas curar-te.;literal
E ser-me-eis santos, porque eu, o Senhor, sou santo e separei-vos dos povos, para serdes meus.;literal
Enegreceu-se a minha pele sobre mim, e os meus ossos estão queimados do calor.;literal
Porque, por mim, se multiplicam os teus dias, e anos de vida se te acrescentarão.;literal
"E Jeú dormiu com seus pais, e o sepultaram em Samaria; e Jeoacaz, seu filho, reinou em seu lugar.";literal
"Ao que te ferir numa face, oferece-lhe também a outra; e ao que te houver tirado a capa, nem a túnica recuses.";literal
"E disse o Senhor a Moisés: Eis que os teus dias são chegados, para que morras; chama a Josué, e ponde-vos na tenda da congregação, para que eu lhe dê ordem. Assim, foi Moisés e Josué, e se puseram na tenda da congregação.";literal
"Não esquadrinhará entre o bom e o mau, nem o trocará; mas, se em alguma maneira o trocar, o tal e o trocado serão santos; não serão resgatados.";literal
E andarei no meio de vós e eu vos serei por Deus, e vós me sereis por povo.;literal
"Helebe, filho de Baaná, netofatita; Itai, filho de Ribai, de Gibeá, dos filhos de Benjamim;";literal
Também pôs uma imagem de escultura, do bosque que tinha feito, na casa de que o Senhor dissera a Davi e a Salomão, seu filho: Nesta casa e em Jerusalém, que escolhi de todas as tribos de Israel, porei o meu nome para sempre.;literal
A feiticeira não deixarás viver.;literal
"Passando, pois, o Senhor perante a sua face, clamou: Jeová, o Senhor, Deus misericordioso e piedoso, tardio em iras e grande em beneficência e verdade;";literal
Não compreendeis ainda, nem vos lembrais dos cinco pães para cinco mil homens e de quantos cestos levantastes?;literal
"Todos os vales se encherão, e todos os montes e colinas serão abaixados; as veredas tortuosas serão endireitadas, e os caminhos duros tornar-se-ão suaves.";literal
Fala a toda esta congregação, dizendo: Levantai-vos do redor da habitação de Corá, Datã e Abirão.;literal
"no mês primeiro, aos catorze do mês, pela tarde, é a Páscoa do Senhor;";literal
Porque os meus lombos estão cheios de ardor, e não há coisa sã na minha carne.;literal
sabendo que o que ressuscitou o Senhor Jesus nos ressuscitará também por Jesus e nos apresentará convosco.;literal
"Então, os gibeonitas lhe disseram: Não é por prata nem ouro que temos questão com Saul e com sua casa; nem tampouco pretendemos matar pessoa alguma em Israel. E disse ele: Que é, pois, que quereis que vos faça?";literal
Então, compreenderam que não dissera que se guardassem do fermento do pão, mas da doutrina dos fariseus. A confissão de Pedro (B);literal
“Havia numa cidade um juiz que não respeitava a Deus e que desprezava toda a gente.;literal
Águas profundas são as palavras da boca do homem, e ribeiro transbordante é a fonte da sabedoria.;literal
E havia um chamado Barrabás, que, preso com outros amotinadores, tinha num motim cometido uma morte.;literal
Ele me glorificará, porque há de receber do que é meu e vo-lo há de anunciar.;literal
E sucedeu que, ao cabo dos sete anos, a mulher voltou da terra dos filisteus e saiu a clamar ao rei pela sua casa e pelas suas terras.;literal
Então, os filhos de Israel clamaram ao Senhor, e o Senhor lhes levantou um libertador: Eúde, filho de Gera, benjamita, homem canhoto. E os filhos de Israel enviaram pela sua mão um presente a Eglom, rei dos moabitas.;literal
"E os filhos são de semblante duro e obstinados de coração; eu te envio a eles, e lhes dirás: Assim diz o Senhor Jeová.";literal
Porque os filhos de Israel ficarão por muitos dias sem rei, e sem príncipe, e sem sacrifício, e sem estátua, e sem éfode ou terafins.;literal
"Assim, Josué os enviou, e eles se foram à emboscada; e ficaram entre Betel e Ai, ao ocidente de Ai; porém Josué passou aquela noite no meio do povo.";literal
"Eis que te preparei trilho novo, que tem dentes agudos; os montes trilharás e moerás; e os outeiros tornarás como a palha.";literal
Ou com o teu entendimento chegaste às larguras da terra? Faze-mo saber, se sabes tudo isto.;literal
E aconteceu que, levantando eu a minha voz e gritando, ele deixou a sua veste comigo e fugiu para fora.;literal
"E de Coate é a geração dos anramitas, e a geração dos izaritas, e a geração dos hebronitas, e a geração dos uzielitas; estas são as gerações dos coatitas.";literal
"Falo como homem, pela fraqueza da vossa carne; pois que, assim como apresentastes os vossos membros para servirem à imundícia e à maldade para a maldade, assim apresentai agora os vossos membros para servirem à justiça para a santificação.";literal
"Porque assim diz o Senhor: Eis que estenderei sobre ela a paz, como um rio, e a glória das nações, como um ribeiro que trasborda; então, mamareis, ao colo vos trarão e sobre os joelhos vos afagarão.";literal
"A língua também é um fogo; como mundo de iniquidade, a língua está posta entre os nossos membros, e contamina todo o corpo, e inflama o curso da natureza, e é inflamada pelo inferno.";literal
Que tais processos possam existir já é uma derrota para vocês como cristãos. Porque não receber simplesmente a ofensa sem reagir? Seria melhor ficarem prejudicados.;literal
E as vossas sementes e as vossas vinhas dizimará, para dar aos seus eunucos e aos seus criados.;literal
Como, pois, pode o servo deste meu senhor falar com aquele meu senhor? Porque, quanto a mim, desde agora não resta força em mim, e não ficou em mim fôlego.;literal
"Sobre mim pesa a tua cólera; tu me abateste com todas as tuas ondas. (Selá)";literal
E o que significa: ‘ Um pouco mais tarde ’? Não entendemos! ”;literal
"Um altar de terra me farás e sobre ele sacrificarás os teus holocaustos, e as tuas ofertas pacíficas, e as tuas ovelhas, e as tuas vacas; em todo lugar onde eu fizer celebrar a memória do meu nome, virei a ti e te abençoarei.";literal
Todavia, é vosso costume pedir-me que solte alguém da prisão todos os anos pela Páscoa. ” E perguntou: “Então, não querem que vos solte o rei dos judeus? ”;literal
