text;style
Eu os expulsarei aos poucos, até que vocês sejam numerosos o suficiente para tomarem posse da terra.;complexo
Mas, para os que o repreenderem, haverá delícias, e sobre eles virá a bênção do bem.;complexo
porque, tendo conhecido a Deus, não o glorificaram como Deus, nem lhe renderam graças, mas os seus pensamentos tornaram-se fúteis e o coração insensato deles obscureceu-se.;complexo
Sou contra esses profetas cheios de lábia que dizem: ‘ Esta profecia é do Senhor! ’.;complexo
Conheço cada pássaro dos montes, e todos os animais dos campos me pertencem.;complexo
"a qual deixa o guia da sua mocidade e se esquece do concerto do seu Deus;";complexo
Todavia, como homens morrereis e caireis como qualquer dos príncipes.;complexo
Assim me disse o Senhor, o Deus de Israel: “Pegue da minha mão este cálice cheio do vinho de minha ira e faça que bebam dele todas as nações às quais eu o enviar.;complexo
E este é o testemunho de João, quando os judeus mandaram de Jerusalém sacerdotes e levitas para que lhe perguntassem: Quem és tu?;complexo
Porque assim diz o Alto e o Sublime, que habita na eternidade e cujo nome é Santo: Em um alto e santo lugar habito e também com o contrito e abatido de espírito, para vivificar o espírito dos abatidos e para vivificar o coração dos contritos.;complexo
E não permitiu que alguém o seguisse, a não ser Pedro, e Tiago, e João, irmão de Tiago.;complexo
Meus irmãos, que aproveita se alguém disser que tem fé e não tiver as obras? Porventura, a fé pode salvá-lo?;complexo
A glória dos jovens está em sua força, e o esplendor dos idosos, em seus cabelos brancos.;complexo
Mudaste o meu pranto em dança, a minha veste de lamento em veste de alegria,;complexo
“Se vocês se recusarem a dar ouvidos ao Senhor, seu Deus, e a obedecer aos mandamentos e decretos que ele lhes deu, todas estas maldições os perseguirão e os alcançarão até que sejam destruídos.;complexo
Pode alguém ouvir a voz do Deus vivo falando do meio do fogo, como nós ouvimos, e sobreviver?;complexo
Se restarem muitos anos, pagará o seu resgate proporcionalmente ao preço de compra.;complexo
“Toda a comunidade do Senhor quer saber por que vocês foram tão infiéis ao Deus de Israel! Como puderam se afastar tanto do Senhor? Vocês construíram para si um altar, rebelando-se contra ele!;complexo
E disse o Senhor: Ouvi o que diz o injusto juiz.;complexo
Ora, os querubins estavam no lado sul do templo quando o homem entrou, e uma nuvem encheu o pátio interno.;complexo
De acordo com o teu grande amor, peço que perdoes os pecados deste povo, como os tens perdoado desde que saíram do Egito ”.;complexo
Levaram Jesus ao lugar chamado Gólgota, que quer dizer lugar da Caveira.;complexo
Na manhã seguinte, Jônatas falou com seu pai sobre Davi e disse muitas coisas boas a respeito dele. “O rei não deve pecar contra seu servo Davi ”, disse Jônatas.“ Ele nunca fez nada para prejudicá-lo. Sempre o ajudou como pôde.;complexo
Então, Saul mandou mensageiros que vissem Davi, dizendo: Trazei-mo mesmo na cama, para que o mate.;complexo
“Ouça, senhor! A primeira vez que viemos aqui foi realmente para comprar comida.;complexo
Não ande com os beberrões, nem se envolva com os comilões,;complexo
Quem pode discutir comigo a esse respeito? E, se provarem que estou errado, me calarei e morrerei. ” Jó pergunta qual foi seu pecado;complexo
Quando Amazias sentiu que tinha o reino sob pleno controle, mandou executar os oficiais que haviam assassinado o rei, seu pai.;complexo
porque a multidão do povo o seguia, clamando: Mata-o!;complexo
"Mas, se sofrerem por ser cristãos, não se envergonhem; louvem a Deus por serem chamados por esse nome!";complexo
Não devem gastar o resto da vossa vida terrena andando atrás de desejos meramente humanos, mas devem desejar fazer a vontade de Deus.;complexo
Portanto, assim diz o Senhor acerca de Jeoaquim, filho de Josias, rei de Judá: “O povo não lamentará por ele, nem clamará: ‘ Que tristeza, meu irmão! Que tristeza, minha irmã! ’. Seus súditos não lamentarão por ele, nem clamarão: ‘ Que tristeza, nosso senhor morreu! Que tristeza, sua majestade se foi! ’.;complexo
Porque ele é o nosso Deus, e nós, povo do seu pasto e ovelhas da sua mão. Se hoje ouvirdes a sua voz,;complexo
"Meu Deus! Eu clamo de dia, mas não respondes; de noite, e não recebo alívio!";complexo
Não entenderam, porém, o que ele quis dizer.;complexo
Ele os livra da morte e os conserva com vida em tempos de fome.;complexo
“Pegue algumas pedras grandes e, diante do povo de Judá, enterre-as debaixo das pedras do pavimento na entrada do palácio do faraó, aqui em Tafnes.;complexo
“Amém! Que sua profecia se cumpra! Espero que o Senhor faça tudo que você anunciou. Espero que ele traga de volta da Babilônia os objetos preciosos do templo e todos os exilados.;complexo
Enquanto estiver desolada, a terra terá o descanso sabático que não teve quando vocês a habitavam.;complexo
"Ungirás também o altar do holocausto e a todos os seus utensílios e santificarás o altar; e o altar será uma coisa santíssima.";complexo
Davi continuou a ter êxito em tudo que fazia, pois o Senhor estava com ele.;complexo
Fez também quarenta bases de prata, duas para cada armação, de modo que as hastes se encaixavam firmemente nas bases.;complexo
Distribuam a terra entre os clãs por sorteio e de forma proporcional ao tamanho de cada clã. Os clãs maiores receberão uma porção maior, e os clãs menores, uma porção menor. A decisão por sorteio é definitiva. Assim, as porções de terra serão distribuídas entre as tribos de seus antepassados.;complexo
Todas as cidades dos clãs gersonitas foram treze.;complexo
mas outros, na verdade, anunciam a Cristo por contenção, não puramente, julgando acrescentar aflição às minhas prisões.;complexo
Os soldados levaram Jesus para o palácio do governador (lugar conhecido como Pretório) e chamaram todo o regimento.;complexo
"Porquanto, ainda que vos tenha contristado com a minha carta, não me arrependo, embora já me tivesse arrependido por ver que aquela carta vos contristou, ainda que por pouco tempo;";complexo
"Quando as nuvens estão carregadas, vêm as chuvas; quando a árvore cai, para o norte ou para o sul, ali permanece.";complexo
Então espalharam entre os israelitas um relatório negativo sobre a terra, dizendo: “A terra que atravessamos ao fazer o reconhecimento devorará quem for morar ali! Todas as pessoas que vimos são enormes.;complexo
Que eu não entre no conselho deles, nem participe da sua assembléia, porque em sua ira mataram homens e a seu bel-prazer aleijaram bois, cortando-lhes o tendão.;complexo
“O que significam estes cavalos, meu senhor? ”, perguntei ao anjo que falava comigo.;complexo
Dizemo-vos, pois, isto pela palavra do Senhor: que nós, os que ficarmos vivos para a vinda do Senhor, não precederemos os que dormem.;complexo
"Venham, proclamemos a grandeza do Senhor; juntos, exaltemos o seu nome.";complexo
E tudo o que pedirem em oração, se crerem, vocês receberão ”. A Autoridade de Jesus é Questionada (D);complexo
“O irmão mais velho se irou e não quis entrar. O pai saiu e insistiu com o filho,;complexo
‘ Amaldiçoem Meroz ’, disse o anjo do Senhor. ‘ Amaldiçoem o seu povo, pois não vieram ajudar o Senhor, ajudar o Senhor contra os poderosos. ’;complexo
Porventura, o ouvido não provará as palavras, como o paladar prova as comidas?;complexo
Veio o Filho do Homem, que come e bebe, e dizeis: Eis aí um homem comilão e bebedor de vinho, amigo dos publicanos e dos pecadores.;complexo
Mas, depois que nossos pais provocaram à ira o Deus dos céus, ele os entregou nas mãos de Nabucodonosor, rei de Babilônia, o caldeu, o qual destruiu esta casa e transportou o seu povo para Babilônia.;complexo
Desde os dias de nossos antepassados até agora, temos vivido cheios de pecado. Por isso, nós, nossos reis e nossos sacerdotes fomos entregues nas mãos dos reis da terra. Fomos mortos, capturados, roubados e desprezados, como acontece hoje.;complexo
Diga-lhe que assim diz o Senhor dos Exércitos: Aqui está o homem cujo nome é Renovo, e ele sairá do seu lugar e construirá o templo do Senhor.;complexo
Depois disso, o homem me levou de volta à entrada do templo. Ali, notei que jorrava água para o leste por debaixo da porta do templo e passava à direita do altar, do lado sul.;complexo
para que o Senhor não veja isso, e se desagrade, e desvie dele a sua ira.;complexo
mas não lhe deu bens, nem um só palmo de terra que fosse. Todavia, Deus tinha prometido que todo o país lhe viria a pertencer, a si e aos seus descendentes, embora naquela altura não tivesse ainda um filho.;complexo
cujo desejo é que todos sejam salvos e conheçam a verdade.;complexo
O comandante chegou, prendeu-o e ordenou que ele fosse amarrado com duas correntes. Então perguntou quem era ele e o que tinha feito.;complexo
E esta é a vontade daquele que me enviou: que eu não perca nenhum dos que ele me deu, mas os ressuscite no último dia.;complexo
"Porque dizia eu: Ouve-me, para que se não alegrem de mim; quando escorrega o meu pé, eles se engrandecem contra mim.";complexo
"Contudo, foi ele que encheu de bens as casas deles; por isso fico longe do conselho dos ímpios.";complexo
Mas Pedro negou: “Não entendo o que queres dizer. ” E saiu para o fundo do pátio. Nesse momento, um galo cantou.;complexo
"A voz do teu trovão repercutiu-se nos ares; os relâmpagos alumiaram o mundo; a terra se abalou e tremeu.";complexo
Então, ela lhe disse: Como dirás: Tenho-te amor, não estando comigo o teu coração? Já três vezes zombaste de mim e ainda me não declaraste em que consiste a tua força.;complexo
Jure-me pelo Senhor que, quando isso acontecer, você não eliminará minha família nem destruirá meus descendentes! ”.;complexo
O meu corpo se arrepiou com temor de ti, e temi os teus juízos. Ain.;complexo
Sabes tu o tempo em que as cabras monteses têm os filhos, ou consideraste as dores das cervas?;complexo
Fez duas argolas de ouro e prendeu-as nos lados opostos do altar, debaixo da moldura de ouro, para sustentar as varas usadas para transportá-lo.;complexo
Ó preguiçoso, até quando ficarás deitado? Quando te levantarás do teu sono?;complexo
"As águas te viram, ó Deus, as águas te viram e estremeceram; até as profundezas do mar se agitaram.";complexo
Ai daquele que contende com o seu Criador, caco entre outros cacos de barro! Porventura, dirá o barro ao que o formou: Que fazes? Ou a tua obra: Não tens mãos?;complexo
Então, ambos os coros pararam na Casa de Deus, como também eu e a metade dos magistrados comigo.;complexo
Antes pelo contrário, perceberam que me fora confiada a pregação do evangelho aos que não são circuncidados, tal como a Pedro também, por seu lado, lhe tinha sido confiada a sua pregação aos que o são.;complexo
Mas quem ama o seu irmão está na luz e não é tropeço para ninguém.;complexo
"Elão apanhou a aljava, e avança com seus carros e cavalos; Quir ostenta o escudo.";complexo
Sião estende as mãos, mas ninguém a consola. O Senhor disse a respeito de seu povo, Israel: “Que seus vizinhos sejam seus inimigos! Que Jerusalém seja jogada fora como trapo imundo! ”.;complexo
"E, se querem aprender alguma coisa, interroguem em casa a seus próprios maridos; porque é indecente que as mulheres falem na igreja.";complexo
As terras distribuídas por sorteio aos descendentes de José se estendiam desde o rio Jordão, perto de Jericó, a leste das águas de Jericó, passando pelo deserto, até a região montanhosa de Betel.;complexo
"Porém, se a empurrar de improviso, sem inimizade, ou contra ela lançar algum instrumento sem desígnio;";complexo
Quando os dias do cerco da cidade chegarem ao fim, queime no fogo um terço do cabelo dentro da cidade. Pegue um terço e corte-o com a espada ao redor de toda a cidade. E espalhe um terço ao vento. Porque eu os perseguirei com espada desembainhada.;complexo
"E teve Gideão setenta filhos, que procederam dele; porque tinha muitas mulheres.";complexo
Isto também é um grande mal: as pessoas vão embora deste mundo como vieram. Todo o seu esforço é inútil, como trabalhar para o vento.;complexo
"Teus mortos, porém, viverão; seus corpos ressuscitarão. Aqueles que dormem na terra se levantarão e cantarão de alegria. Pois tua luz que dá vida descerá como o orvalho sobre teu povo no lugar dos mortos. Restauração para Israel";complexo
Entre todo aquele povo encontrava-se uma mulher que sofria, havia doze anos, de uma perda de sangue.;complexo
Quem mediu as águas na concha da mão, ou com o palmo definiu os limites dos céus? Quem jamais calculou o peso da terra, ou pesou os montes na balança e as colinas nos seus pratos?;complexo
Assim se fez a arca do Senhor rodear a cidade, dando uma volta em torno dela. Então o povo voltou para o acampamento, onde passou a noite.;complexo
Então os homens que haviam sido enviados voltaram para casa e encontraram o servo restabelecido. Jesus Ressuscita o Filho de uma Viúva;complexo
“Como te chamas? ” perguntou Jesus.“ Exército, porque somos muitos. ”;complexo
O sacerdote oferecerá um como oferta pelo pecado e o outro como holocausto , para fazer propiciação por ele, pois pecou ao se aproximar de um cadáver. Naquele mesmo dia o nazireu reconsagrará a sua cabeça.;complexo
Mas aquele que profetiza fortalece, anima e conforta os outros.;complexo
Diga-lhes: ‘ Assim diz o Senhor, o Deus de Israel: Maldito será aquele que não obedecer aos termos de minha aliança!;complexo
Filhinhos, sois de Deus e já os tendes vencido, porque maior é o que está em vós do que o que está no mundo.;complexo
Um dos sacerdotes exilados de Samaria voltou a Betel e ensinava os novos habitantes a adorarem corretamente o Senhor.;complexo
Nesse primeiro ano, eu, Daniel, ao estudar a palavra do Senhor revelada ao profeta Jeremias, compreendi que Jerusalém devia permanecer desolada por setenta anos.;complexo
"“Em breve, porém, seus cativos os insultarão; zombarão deles, dizendo: ‘ Que aflição espera vocês, ladrões! Ficaram ricos pela extorsão; até quando continuarão desse modo? ’.";complexo
Ele disse: “Do que come veio algo para comer, do que é forte veio algo doce ”. Três dias depois, eles ainda tentavam encontrar a resposta.;complexo
Quando o Anjo do Senhor acabou de falar a todos os israelitas, o povo chorou em alta voz,;complexo
"matará o cordeiro no Lugar Santo, onde são sacrificados a oferta pelo pecado e o holocausto. Como se dá com a oferta pelo pecado, também a oferta pela culpa pertence ao sacerdote; é santíssima.";complexo
Bendizei ao Senhor, anjos seus, magníficos em poder, que cumpris as suas ordens, obedecendo à voz da sua palavra.;complexo
"E repartiram entre si a terra, para passarem por ela; Acabe foi à parte por um caminho, e Obadias também foi à parte por outro caminho.";complexo
“Vá reunir todos os judeus que estão em Susã, e jejuem em meu favor. Não comam nem bebam durante três dias e três noites. Eu e minhas criadas jejuaremos como vocês. Depois disso irei ao rei, ainda que seja contra a lei. Se eu tiver que morrer, morrerei ”.;complexo
E os judeus maravilhavam-se, dizendo: Como sabe este letras, não as tendo aprendido?;complexo
Por acaso fui eu quem o concebeu? Fui eu quem o deu à luz? Por que me pedes para carregá-lo nos braços, como uma ama carrega um recém-nascido, para levá-lo à terra que prometeste sob juramento aos seus antepassados?;complexo
não sou digno de toda a bondade e lealdade com que trataste o teu servo. Quando atravessei o Jordão eu tinha apenas o meu cajado, mas agora possuo duas caravanas.;complexo
Absalão havia nomeado Amasa para comandar seu exército em lugar de Joabe. (Amasa era primo de Joabe. Seu pai era Jéter, um ismaelita, e sua mãe, Abigail, era filha de Naás, irmã de Zeruia, mãe de Joabe.);complexo
"Onde, pois, estão os teus deuses, que fizeste para ti? Que se levantem, se te podem livrar no tempo da tua tribulação; porque os teus deuses, ó Judá, são tão numerosos como as tuas cidades.";complexo
"Perguntaste: ‘ Quem é esse que, com tanta ignorância, questiona minha sabedoria? ’. Sou eu; falei de coisas de que eu não entendia, coisas maravilhosas demais que eu não conhecia.";complexo
Assim como Deus fala ao profeta, você falará a seu irmão, e ele será o seu porta-voz diante do povo.;complexo
Seus profetas são irresponsáveis, são homens traiçoeiros. Seus sacerdotes profanam o santuário e fazem violência à lei.;complexo
Logo cedo, na manhã seguinte, cada um fez o juramento solene de não interferir com o outro. Isaque se despediu deles, e partiram em paz.;complexo
dizendo: ‘ Este homem começou a construir e não foi capaz de terminar ’.;complexo
O meu anjo irá à frente de vocês e os fará chegar à terra dos amorreus, dos hititas, dos ferezeus, dos cananeus, dos heveus e dos jebuseus, e eu os exterminarei.;complexo
Um leproso , aproximando-se, adorou-o de joelhos e disse: “Senhor, se quiseres, podes purificar-me! ”;complexo
"Porque o palácio será abandonado, o ruído da cidade cessará; Ofel e as torres da guarda servirão de cavernas eternamente, para alegria dos jumentos monteses e para pasto dos gados,";complexo
Durante o seu reinado, o faraó Neco, rei do Egito, avançou até o rio Eufrates ao encontro do rei da Assíria. O rei Josias marchou para combatê-lo, mas o faraó Neco o enfrentou e o matou em Megido.;complexo
“Em seguida, os levitas colocarão as mãos sobre a cabeça dos novilhos. Você sacrificará um novilho ao Senhor como oferta pelo pecado, e o outro, como holocausto, a fim de fazer expiação pelos levitas.;complexo
"Vamos levantar cedo para ir aos vinhedos ver se as videiras brotaram, se as flores abriram e se as romãs já estão em flor; ali eu lhe darei meu amor.";complexo
"Todos se desviaram, tornaram-se juntamente inúteis; não há ninguém que faça o bem, não há nem um sequer ” .";complexo
E prosseguiu: “Mas conceda-me dois meses para vagar pelas colinas e chorar com as minhas amigas, porque jamais me casarei ”.;complexo
porque o peito movido e a espádua alçada tomei dos filhos de Israel, dos seus sacrifícios pacíficos, e os dei a Arão, o sacerdote, e a seus filhos, por estatuto perpétuo dos filhos de Israel.;complexo
"e disse-lhe: Se tu és o Filho de Deus, lança-te daqui abaixo; porque está escrito: Aos seus anjos dará ordens a teu respeito, e tomar-te-ão nas mãos, para que nunca tropeces em alguma pedra.";complexo
"Olhai para mim e sereis salvos, vós, todos os termos da terra; porque eu sou Deus, e não há outro.";complexo
“Prostrei-me diante do Senhor durante quarenta dias e quarenta noites, porque o Senhor tinha dito que os destruiria.;complexo
Guarda no coração a lei de Deus, por isso seus passos são firmes.;complexo
“Por isso, irmãos, escolham entre vós mesmos sete homens de quem haja um bom testemunho, cheios do Espírito Santo e de sabedoria, e encarregá-los-emos deste importante trabalho.;complexo
Por isso elas estão dispersas, porque não há pastor algum e, quando foram dispersas, elas se tornaram comida de todos os animais selvagens.;complexo
Portanto, é necessário que lhe estejais sujeitos, não somente pelo castigo, mas também pela consciência.;complexo
“Como é que isso pode ser? ”, perguntou Nicodemos.;complexo
Não o envio a um povo estrangeiro, cuja língua você não entende, mas ao povo de Israel.;complexo
Hatá foi falar com Mardoqueu na praça da cidade, em frente da porta do palácio real.;complexo
Oh! Se eu pudesse consolar-me na minha tristeza! O meu coração desfalece em mim.;complexo
“Ouçam: vamos para Jerusalém. Lá o Filho do Homem será entregue aos principais sacerdotes e especialistas na Lei que o condenarão à morte. Entregá-lo-ão aos gentios,;complexo
Os jovens responderam: “Você deve dizer o seguinte a essa gente que diz que seu pai foi muito duro com eles e que pede alívio: ‘ Meu dedo mínimo é mais grosso que a cintura de meu pai!;complexo
E logo o pai do menino, clamando, com lágrimas, disse: Eu creio, Senhor! Ajuda a minha incredulidade.;complexo
Portanto, qualquer voto ou promessa que a esposa tenha feito de humilhar-se, o marido poderá confirmar ou anular.;complexo
A mulher deu à luz um filho, que governará todas as nações com cetro de ferro, e ele foi arrebatado para junto de Deus e de seu trono.;complexo
"E estas são as medidas do altar, por côvados (o côvado é um côvado e quatro dedos); a parte inferior será de um côvado de altura e um côvado de largura, e a sua borda, em todo o seu contorno, de um palmo; e esta é a base do altar.";complexo
"sendo que desde a minha juventude o criei como se fosse seu pai, e desde o nascimento guiei a viúva;";complexo
Porque aquilo que eles fazem em oculto, até mencionar é vergonhoso.;complexo
Os demais acontecimentos do reinado de Acabe, e tudo o que fez, o palácio que construiu com revestimento de marfim, e as cidades que fortificou, tudo está escrito nos registros históricos dos reis de Israel.;complexo
“Ou, qual é a mulher que, possuindo dez dracmas e, perdendo uma delas, não acende uma candeia, varre a casa e procura atentamente, até encontrá-la?;complexo
Perguntou Natanael: “De onde me conheces? ” Jesus respondeu:“ Eu o vi quando você ainda estava debaixo da figueira, antes de Filipe o chamar ”.;complexo
por intermédio de quem temos livre acesso a Deus em confiança, pela fé nele.;complexo
Como é feliz aquele que não segue o conselho dos ímpios, não imita a conduta dos pecadores, nem se assenta na roda dos zombadores!;complexo
"Mesmo quando acaba a bebida, eles continuam em sua prostituição; seus governantes amam profundamente os caminhos vergonhosos.";complexo
Todavia, não me destes ouvidos, diz o Senhor, mas me provocastes à ira com a obra de vossas mãos, para vosso mal.;complexo
O Senhor trará o rei da Assíria sobre você e sobre o seu povo e sobre a descendência de seu pai. Serão dias como nunca houve, desde que Efraim se separou de Judá ”.;complexo
Dele a pedra de esquina, dele a estaca, dele o arco de guerra, dele juntamente sairão todos os exatores.;complexo
Muitos dizem: “Quem nos mostrará o bem? ”. Que a luz do teu rosto brilhe sobre nós, Senhor!;complexo
Expulsarei nações de diante de você e ampliarei o seu território. Quando você subir três vezes por ano para apresentar-se ao Senhor, o seu Deus, ninguém cobiçará a sua terra.;complexo
Faça também quarenta bases de prata, duas para cada armação, para que as hastes se encaixem firmemente nas bases.;complexo
Quando ficou evidente que não conseguiríamos fazê-lo mudar de ideia, desistimos e dissemos: “Que seja feita a vontade do Senhor ”. Paulo chega a Jerusalém;complexo
Nos sábados e nas luas novas o povo da terra adorará o Senhor junto à entrada que leva à porta.;complexo
Aí encontrou um homem chamado Eneias, paralisado e incapaz de sair do leito havia oito anos.;complexo
“Qual desses três você diria que foi o próximo do homem atacado pelos bandidos? ”, perguntou Jesus.;complexo
E ferirás a casa de Acabe, teu senhor, para que eu vingue o sangue de meus servos, os profetas, e o sangue de todos os servos do Senhor da mão de Jezabel.;complexo
Percebi que, ainda assim, o povo que vivia debaixo do sol seguia o jovem, o sucessor do rei.;complexo
Jesus respondeu: “Hoje chegou a salvação a esta casa, pois este homem também é filho de Abraão.;complexo
Eis que eu lhes digo um mistério: Nem todos dormiremos, mas todos seremos transformados,;complexo
Pois os braços dos ímpios se quebrarão, mas o Senhor sustém os justos.;complexo
